source_id,channel,title,upload_date,duration,url,note
YT-03,차트슈타인,ICT 트레이딩 최고수가 말하는 매매전략의 모든 것,NA,24:17,https://www.youtube.com/watch?v=kLwFj4Ttj_M,
YT-03,차트슈타인,Day trading method to make profits even in a bear market using only moving averages and volume (V...,NA,26:39,https://www.youtube.com/watch?v=-seWrZBFZsY,
YT-03,차트슈타인,The Chart Analysis Secret That Enabled a Trader Who Earned 20 Billion Won in MACD to Increase The...,NA,30:43,https://www.youtube.com/watch?v=vfsTAB0Pb7Y,
YT-03,차트슈타인,Moving Average Trend Trading Strategy Explained by a Top Wall Street Trader of 45 Years (How to F...,NA,23:13,https://www.youtube.com/watch?v=2WqyJiodD24,
YT-03,차트슈타인,The single trading method used to earn 10 billion won using Bollinger Bands,NA,27:17,https://www.youtube.com/watch?v=Xfu-svNLAV8,
YT-03,차트슈타인,"15년차 전업투자자가 말하는 ""세력의 모든것""",NA,33:10,https://www.youtube.com/watch?v=3AQYrIAv01s,
YT-03,차트슈타인,이 영상 하나로 당신의 매매 인생은 10일 안에 바뀔겁니다 (하이킨 아시 주식 코인 매매기법),NA,23:42,https://www.youtube.com/watch?v=rpdNmD2ZYEs,
YT-03,차트슈타인,"140만원으로 1300억 수익낸 인도 전업투자자의 매수 타이밍(주식, 코인 수익률 매매법)",NA,19:47,https://www.youtube.com/watch?v=n6rHHNBh0go,
YT-03,차트슈타인,빚 4억 깡통 찼다가 200억 번 전업투자자의 시간이 지나도 변하지 않는 매매 원칙,NA,25:11,https://www.youtube.com/watch?v=7HrhxhdweGM,
YT-03,차트슈타인,"지표 하나로 차트의 역사를 바꾼 단 하나의 사건(이동평균, 거래량 통합 매매법)",NA,26:28,https://www.youtube.com/watch?v=mGpwO_XD1e0,
YT-04,슈퍼트레이더,"Opening Price Day Trading Method: Make Big Profits with Just One Candle (Breakout, Pullback, Reve...",NA,21:34,https://www.youtube.com/watch?v=t8nmwXo5UlA,
YT-04,슈퍼트레이더,12 million KRW ➔ 140 billion KRW using a trading method with only 3 moving averages (How to read ...,NA,28:47,https://www.youtube.com/watch?v=HfrlrYC0s74,
YT-04,슈퍼트레이더,This short-term trading method will change your life in just one hour a day. (Even beginners who ...,NA,19:26,https://www.youtube.com/watch?v=pGg_JBGLbdI,
YT-04,슈퍼트레이더,거래량 보는법 모르는 초보 투자자도 가능한 세력의 5분봉 단타 매매법,NA,22:44,https://www.youtube.com/watch?v=FHSjShoAaUw,
YT-04,슈퍼트레이더,볼린저밴드 매매법 이 영상 하나로 종결합니다. (보는법 설정법 단타 투자기법),NA,34:32,https://www.youtube.com/watch?v=kLEDyQlkMZQ,
YT-04,슈퍼트레이더,이 단타매매 영상은 당신의 인생을 14일 만에 바꿀겁니다 (터틀트레이더 기법 강의),NA,21:13,https://www.youtube.com/watch?v=sTSvaQ9336M,
YT-04,슈퍼트레이더,"100만원대 소액 계좌를 폭발적으로 성장 시키는 방법 (주식, 코인, 선물)",NA,20:02,https://www.youtube.com/watch?v=i1a8_UGWEUg,
YT-04,슈퍼트레이더,단타 천재가 300만원 계좌를 엄청나게 성장 시킨 매매법,NA,35:08,https://www.youtube.com/watch?v=fCeBI1Gu06I,
YT-04,슈퍼트레이더,"볼린저밴드고 나발이고 ""프라이스 액션""만 알면 크게 먹는다 (차트 보는법 모르는 초보도 가능)",NA,38:43,https://www.youtube.com/watch?v=xIz0WSQy568,
YT-04,슈퍼트레이더,"단타 매매법 딱 1가지만 알면 인생이 바뀝니다 (코인, 주식 차트 보는법 모르는 초보도 가능)",NA,18:31,https://www.youtube.com/watch?v=mQ73oYfJdzQ,
YT-04,슈퍼트레이더,"보조지표 차트 보는법, 이 영상 하나만 보면 됩니다. (인기 지표 TOP 5)",NA,43:41,https://www.youtube.com/watch?v=n7A13CSSsEA,
YT-04,슈퍼트레이더,"급등 차트 패턴 보는법, 딱  6가지만 알면 됩니다. (주식, 코인, 선물)",NA,31:40,https://www.youtube.com/watch?v=o7SYfxhYVJk,
YT-05,Ross Cameron - Warrior Trading,"+$2,306.80 Trading Leading Percentage Gainers",NA,12:20,https://www.youtube.com/watch?v=hrZJKJ9NGbk,
YT-05,Ross Cameron - Warrior Trading,Day Trading the Top 2 Leading % Gainers in the Market,NA,12:14,https://www.youtube.com/watch?v=atHr4cLbtI0,
YT-05,Ross Cameron - Warrior Trading,The Micro Pullback Trading Strategy (Small Account Challenge),NA,45:57,https://www.youtube.com/watch?v=6P25hNn_H00,
YT-05,Ross Cameron - Warrior Trading,Today Was An Exercise in Discipline...,NA,13:58,https://www.youtube.com/watch?v=1g4FOzXvlpw,
YT-05,Ross Cameron - Warrior Trading,"+$21,690.15 on 3 Stocks Up Over 100% TODAY",NA,14:55,https://www.youtube.com/watch?v=TV3rb-Tl_kM,
YT-05,Ross Cameron - Warrior Trading,Day Trading Watch List for MONDAY!,NA,22:07,https://www.youtube.com/watch?v=T_EgRZO3IkM,
YT-05,Ross Cameron - Warrior Trading,Here we go! Another Short Squeeze!,NA,10:33,https://www.youtube.com/watch?v=TZkQiVOR5vc,
YT-05,Ross Cameron - Warrior Trading,3 Stocks Up Over 100% With More Breaking News!,NA,8:21,https://www.youtube.com/watch?v=9Q48uYDUPjg,
YT-05,Ross Cameron - Warrior Trading,"400% Short Squeeze?!?! No, 800% is Better!",NA,16:56,https://www.youtube.com/watch?v=B_6yuh7YY2g,
YT-05,Ross Cameron - Warrior Trading,Big PDT Rule Change and What it Means for You,NA,13:38,https://www.youtube.com/watch?v=cnoJ9DkWPVM,
YT-05,Ross Cameron - Warrior Trading,Prediction Markets Catalyst Sends Stock Up Over 100%,NA,8:59,https://www.youtube.com/watch?v=CVBv8tPpyxA,
YT-05,Ross Cameron - Warrior Trading,Holding the line...,NA,10:45,https://www.youtube.com/watch?v=POMf8yNOhk4,
YT-06,Trade with Pat,The Only Day Trading Strategy I’d Use If I Had to Start Over,NA,10:37,https://www.youtube.com/watch?v=s9t8oXX7iVw,
YT-06,Trade with Pat,I Coded my Trading Strategy into a ROBOT,NA,12:03,https://www.youtube.com/watch?v=s0I0JUCsldY,
YT-06,Trade with Pat,Fair Value Gap Trading Strategy (Tested 1001+ Times),NA,12:13,https://www.youtube.com/watch?v=yFPrP6nJRYQ,
YT-06,Trade with Pat,Simple A+ Scalping Strategy You’ve NEVER Seen,NA,9:09,https://www.youtube.com/watch?v=IDqjEOJ_ps4,
YT-06,Trade with Pat,The Silver Trading Strategy I Use to Catch Explosive Moves,NA,10:50,https://www.youtube.com/watch?v=n5xZri8VxWs,
YT-06,Trade with Pat,3 Step BEGINNER Scalping Strategy (500 Trade BACKTEST),NA,10:50,https://www.youtube.com/watch?v=kFyD3H6I1I8,
YT-06,Trade with Pat,The ONLY Liquidity Trading Strategy WORTH Learning (3 Steps),NA,8:15,https://www.youtube.com/watch?v=sclIAK3x2dw,
YT-06,Trade with Pat,The Only 1 Minute ORB Scalping Strategy That I TRUST,NA,9:25,https://www.youtube.com/watch?v=yM-qSKJEylI,
YT-06,Trade with Pat,My BEST 5 Minute Scalping Strategy (330 Backtests),NA,10:44,https://www.youtube.com/watch?v=Bdgev1or-7M,
YT-06,Trade with Pat,The ONLY Day Trading Strategy I'll use ALL 2026 (Backtested 1000 Times),NA,12:19,https://www.youtube.com/watch?v=E3McKlAp3qk,
YT-06,Trade with Pat,The 1 Price Action Trading Strategy that made it ALL CLICK (Beginner Friendly),NA,21:11,https://www.youtube.com/watch?v=NWHFPAXUt8Q,
YT-06,Trade with Pat,The EASIEST Scalping Strategy I Trade DAILY,NA,15:15,https://www.youtube.com/watch?v=j5v9OlQ_gsY,
